Username,Review,Rating,Thumbsup,Date
LandShark97,"If you love joker as the character you will love this movie. I does take some concepts from the comics but it is it own story. At the end of the movie will be inspirational and depressing at the same time,  it will leave you wondering andIf you love joker as the character you will love this movie. I does take some concepts from the comics but it is it own story. At the end of the movie will be inspirational and depressing at the same time,  it will leave you wondering and asking questions of the meaning of life.  This my opinion but overall a awesome thrill for 2019 worth to watch in theaters.… Expand",8,1,"Oct 20, 2019"
Sofie93,"What an awesome movie, the trailer gives nothing away. This is a must see, amazing masterpiece. Go watch it.",10,1,"Oct 20, 2019"
DaedalusHelios,"Joker(2019) is the best film I have ever seen. This is coming from a person that watched AFI's top 100 in my teenage years and I am always interested in films that have a deeper meaning beyond the surface. The only way you wouldn't feel sorryJoker(2019) is the best film I have ever seen. This is coming from a person that watched AFI's top 100 in my teenage years and I am always interested in films that have a deeper meaning beyond the surface. The only way you wouldn't feel sorry for Arthur Fleck(Joker) in this movie is if you were a Sociopath, or a Psychopath. For those of us that do empathize with others; you will feel broken while watching this movie. The depth of sadness, and level of acting Joaquin Phoenix brings to this film may haunt you for weeks. I have been desperate and nearly homeless for a decade of my life. I know the depth of sadness that Arthur Fleck felt before breaking down completely in this film to become The Joker. Life experiences like those portrayed in this film are why suicides in America have skyrocketed. This film is not only important for the perspective it provides, but to reveal those critics in the media that do not appreciate the deeply emotional art of acting at the highest level humanity can achieve. I am glad someone has finally told the story of the forgotten people in society with mental illness, and what monsters we could have become if we lost grip with our humanity and love for others in the process of fighting our inner demons.… Expand",10,1,"Oct 20, 2019"
JebKino,"I strongly dislike the character of the Joker, so when DC announced that they would be making a Joker solo film, I expected it to be terrible. Once the trailers started coming out, it became clear that the film would go in a very differentI strongly dislike the character of the Joker, so when DC announced that they would be making a Joker solo film, I expected it to be terrible. Once the trailers started coming out, it became clear that the film would go in a very different direction than any previous movie featuring the Joker, and that it (very shockingly) had the potential to be actually good. After hearing great things about it which indicated that it wouldn’t be at all like I originally expected, I decided to see the film.Arthur Fleck is so unlike previous incarnations of the Joker that it’s insulting to even consider him to be the same character. Instead of another badly written, disgusting, and monstrous überedgelord, we got a believable, lifelike, and compelling character who barely resembles the Joker. To put it more simply, other Jokers are characters written  for edgelords, while Arthur is a realistic portrayal of an edgelord.The film reflects America’s current fears of political violence, violent mobs, and spree killers. Arthur is white, male, mentally ill, has become misanthropic due to feeling that society has abused and abandoned him, and seeks attention from committing atrocities, all of which are common traits among today’s spree killers. The film is not an endorsement of violence, but an exploration of the mindset of a killer. The film is very melodramatic, but that isn’t a bad thing. Each incident that pushes Arthur further into evil is reminiscent of situations that inspire real life violence, not to endorse the violent acts, but to explain the motives behind them. A film tackling a question of “why” these acts of violence happen is needed in an age where they seem to happen so often.Part of the reason that Black Panther was good was because it greatly distanced itself from the shared universe that it was part of. Joker takes this further by distancing itself from the entire superhero genre. In fact, the only reason that this is a superhero movie are a few place and character names that could’ve been changed without impacting the plot, but as nice as it would be, a major studio would never put so much money and effort into a film like this unless it was tied to a lucrative franchise like DC/Batman. I’ve previously said that Black Panther is the only superhero film that deserves to be nominated for an Oscar other than Best Visual Effects, but I believe that not only does Joker also deserve to be nominated in several Oscar categories, it possibly even deserves to win them. Like how I expect Black Panther to be a fluke for Marvel, I expect Joker to be a fluke for DC, being the one example of the company making a good film despite the odds.Talking about the film’s context and comparing it to other works doesn’t really capture everything that went into making this movie good. The cinematography was better than any film I’ve seen recently, with most shots seeming to be carefully and deliberately constructed, the original score is haunting and sets the mood perfectly, dialogue is consistently well written, the actors do a great job of bringing the characters to life, and every scene stands out as memorable and potential classics. Overall, a very well made film.9/10… Expand",9,1,"Oct 20, 2019"
GuilhermeCursi,"Um dos melhores filmes de 2019, com roteiro,atuações,trilha sonora e fotografia magnifica, Coringa eleva um personagem de quadrinhos a uma obra de arte cinematográfica, mas um acerto na DC/Warner",10,1,"Oct 20, 2019"
GuanoApe,"San Francisco Chronicle: Zombieland 2 = 75San Francisco Chronicle: Joker = 75
The Seattle Times: Zombieland 2 = 75
The Seattle Times: Joker = 63

The right guys at the right spot - job well done, congrats you guys know exactly what you'reSan Francisco Chronicle: Zombieland 2 = 75San Francisco Chronicle: Joker = 75The Seattle Times: Zombieland 2 = 75The Seattle Times: Joker = 63The right guys at the right spot - job well done, congrats you guys know exactly what you're doing. Real professionals. Is there really someone out there paying you?Best Joker ever.… Expand",10,2,"Oct 20, 2019"
Daniellogi,This movie is fantastic. I wouldn't put this in my top 10 movies but it would be in a top 100. It makes you feel bad for Arthur and Joaquin Phoenix is probably the best part of the movie. I don't really understand why people don't like it.,9,2,"Oct 20, 2019"
Marvelhero346,"This review contains spoilers, click expand to view.
        
This is a really good take on the character. Phoenix gives us one of the best adaption of the character.… Expand",10,1,"Oct 20, 2019"
Osiir,"Wonderful ode to Taxi Driver. I really enjoyed it's take on what happens to individuals with mental health issues during times of austerity. The Joker is no hero, but a very decent anti-hero.",10,2,"Oct 21, 2019"
p_max3,"This movie is just excellent, character perfectly treated a new freshness for him",10,2,"Oct 21, 2019"
AdrianOst07,"Don't listen to the critic reviews. This movie is amazing. Joaquin nailed it 100% when it comes to playing the Joker with the laugh, the tone of his voice, his facial expressions and importantly the acting. The made the right choice pickingDon't listen to the critic reviews. This movie is amazing. Joaquin nailed it 100% when it comes to playing the Joker with the laugh, the tone of his voice, his facial expressions and importantly the acting. The made the right choice picking him over Jared Leto. The way the movie is executed and doesn't give away too much with what's happened or what's going to happen leaves you at the edge of your seat asking yourself ""What's going to happen""/""What's happened?"". The plot twist(s) prevents the movie from being predictable and too linear and leaves you discussing the movie after you watched it which is mostly a sign of a good movie if the discussions are positive.Overall, the cinematics of the movie are amazing and the movie wouldn't get this rating if it wasn't for Joaquin's amazing acting, which made me restore my faith in Hollywood picking good actors who can act and not just because of Political Correctness.… Expand",9,4,"Oct 21, 2019"
MADJohn,"Joker's incredible box-office hit is not without a certain irony for a film that is so inspired by the new Hollywood.The new Hollywood is this period of American filmmaking, where filmmakers start making small and medium-budget films thatJoker's incredible box-office hit is not without a certain irony for a film that is so inspired by the new Hollywood.The new Hollywood is this period of American filmmaking, where filmmakers start making small and medium-budget films that are part of a counter-culture, in stark contrast to the Pharaonic budgets of the big Hollywood machines of previous years, and achieve unexpected public successes for this kind of film, leading to a whole decade where audiences rush to the cinema to see films where ""people in suits talk in the dark"", to use Coppola's famous phrase to describe the Godfather.Given the success of Todd Philips's reasonably priced film compared to recent blockbusters, it is hoped that this joker will pave the way for a ""Hollywood renewal"".Joker even opens with the old Warner logo (the one used from 1972 to 1984), immediately marking the dark aesthetics typical of those years, and unfolds as a study of character that is reminiscent of some films of the period like Midnight Cowboy (a film filled with losers who are not without Arthur Fleck) but especially two films by Martin Scorsese: Taxi Driver at the King of Comedy (de Niro taking Lewis's place).But the film is not just a nostalgic trip back to a bygone era, so much so that its subject is rooted in our time by talking about the ever-increasing disparity between rich and poor, by pinpointing the current political and economic discourse of the elites through the figure of Thomas Wayne, who resembles to be mistaken for a clever mix of Trump and Macron.The film, in an obvious parallel with the society in which we live, holds out a mirror and pushes the nail down: cuts in social assistance budgets and a whole section of the society that has been abandoned will inevitably end up generating all kinds of abominations on the fertile ground that is poverty.It is quite striking to note the similarities between the demonstrations of the Gotham subjects dressed as clown, and other mass citizen movements that can be observed in France or elsewhere at this time.Nevertheless, beyond the question of society's collective responsibility in creating its own monsters, the film is more about studying a character who is going mad than about burning politics.And what a character! Joaquin Phoenix masters his subject and is as touching in some scenes as he is disturbing in others, and we feel as much empathy for him as we do disgust.And then, this laugh, which seems to physically hurt Arthur Fleck and which is an essential part of the role's panoply, this laugh, is particularly well found and defines the character perfectly, not the joker in general, but the joker in particular.In short, a role to the disproportionate size of this talented actor.In the end, Joker is a successful film, even if it is not without some flaws or elements that are sometimes too heavily endorsed both in its content and its staging. And while it is true that I am less enthusiastic than the average, I am delighted with the success of a film that places characters above effects and that we hope to see emulators in the future.… Expand",10,1,"Oct 21, 2019"
netflic,"I am not a big fan of comic book movies or superhero vs. super-villain ones.Even though the action happens in the imaginary City of Gotham, this film does not fit properly into that category. There is no hero in the movie, and the Joker isI am not a big fan of comic book movies or superhero vs. super-villain ones.Even though the action happens in the imaginary City of Gotham, this film does not fit properly into that category. There is no hero in the movie, and the Joker is hardly THE villain.Without spoiling the movie I would like to mention that I do not agree with all the hype about it. Especially with its moral and political message.The movie is done extremely well technically. Joaquin Phoenix is a great actor (what a surprise!). Is it his best role? I don't think so. For an actor of his caliber it is not that difficult to play a mentally disturbed person. No doubt, he carries the whole film.I did not like the script except the very end of it that puts the whole content into a question. Did it ALL happen? Or was it just a hallucination of a sick mind?As a serious movie it is not working. But you cannot expect if from Marvel series.As piece of entertainment, it definitely found huge audience. Me excluded.I do not regret that I saw it. But I will not want to see it the second time.Your mileage might vary.… Expand",6,1,"Oct 21, 2019"
DBomb73,"Best Movie Ever. Governments and Private-Sectors been screwing people since the start. The system is run by mentally ill Sociopaths, they Fo-uck everything they touch. These Sociopaths think Democracy is great when it's just another corruptBest Movie Ever. Governments and Private-Sectors been screwing people since the start. The system is run by mentally ill Sociopaths, they Fo-uck everything they touch. These Sociopaths think Democracy is great when it's just another corrupt government/private-sector dictatorship. The system can't be reasoned with, I don't want to hear no Bit-ching when Anarchy hits and everyone is Brutal as Fo-uck. Justice will be served!… Expand",10,2,"Oct 21, 2019"
MattBrady99,"There’s something beautifully hypnotic about Joaquin Phoenix.Everytime I try to figure out why, but nothing will come closer to the answer. How lucky are we to go to the cinema and watch one of the greatest livings actors of our generationThere’s something beautifully hypnotic about Joaquin Phoenix.Everytime I try to figure out why, but nothing will come closer to the answer. How lucky are we to go to the cinema and watch one of the greatest livings actors of our generation in his prime giving us a performance that we will never forget. Joaquin Phoenix was absolutely phenomenal as Arthur Fleck, or his stage name ‘Joker’. Some of the best acting I’ve seen all year.Phoenix lost a staggering 50 Pounds for the role and there’s plenty of scenes where we see his whole body in frame. You literally see every bone in this guys body, and at times it makes him look ghoulish. Oddly shaped and mangled. With his shoulder blades in clear sight, you could metaphorically say he’s an angel fallen to hell after losing his wings, or something like that. When he laughs I feel his pain, because the character has a mental condition where he has episodes of uncontrollable laughter that doesn’t reflect his actual mood. A real life condition that’s so awful to imagine. Phoenix can act with his eyes where you see the pain and anxiety from Arthur's mental state.Whenever Arthur feels like he’s in control of something in his life, he dances. There’s a bathroom scene where we first see his dance, which looks a lot like Tai chi while displaying such power. Its also when darkness started to crawl into his soul. Something so simple can speak more than a million words. And what’s more impressive he completely improvised that scene. I like when directors let actors play around.I felt sorry for Arthur, not because I related to him or I saw myself in him, but because Phoenix is that brilliant of an actor that you struggle to pick a side to root for or against. Despite the questionable and straight up horrific acts he commits, but you understand how he got to this point and it dawns on you how much of a tragedy it is.‘Joker’ has already divided people like no movie ever. People say the movie is empty and has nothing to say. I don’t agree, because the message is loud and clear - don’t be a dick to your fellow neighbor. Todd Philips never intended to make a political statement, but to hold up a mirror to reflect the ugliness in people and the filth in our “improved” society.When I heard that Todd Philips was going to be directing, I thought it made perfect sense. Just watch the ‘Hangover 2 & 3’, the two most uncomfortable comedies he’s ever directed that felt more crime drama than anything funny. There’s also some dark humor in ‘Joker’ that involves a door chain. It’s silly, yet absolutely terrifying with the given context. A complete departure from his other work and that’s why I think it’s one of his best. I honestly think he made something so unique and meaningful. Seriously, I do.The score by Hildur Guðnadóttir helped set the tone tremendously. A melancholy tone with a chaotic twist. A representation of Arthur slowly drowning in his own misery and pain. A little fun fact: The score for the film were written based on the script even before the actual filming of the movie started, which I think is the best way to do it, if you ask me. Someone to imagine movie by songs and incorporate their interpretation through music.The cinematography was gorgeous and there’s a handful of shots that has imprinted into my memory. Lawrence Sher does an excellent job off showing the decaying Gotham city and the sewer waste look of the city. Bright neon lights with striking colors that manage to make the most run down of places look pretty.I like how they actually gave Thomas Wayne a character rather than “guy gets shot in alleyway”. He’s portrayed as a ruthless man with blunt ways of saving Gotham City. However he loves his wife and son, so his unforgiving attitude was all for the shake of keeping his loved ones safe. He’s also a massive movie buff where he often goes to watch the classics on the big screen. So it’s an interesting take on the character viewed in somebody’s else perspective.Now lets talk about the controversy that's been surrounding this movie:This is one of the most ludicrous controversy in recent memory. The movie will not cause or inspire violence, but shows why violence happens. Maybe this movie could inspire people to think twice about how they treat others. Why not think about the positives? If “Joker” is going to be responsible for violence and mass shootings, then so is every other movie with any form of violence ever. And sure, there’s some brutal and raw approach to violence in ‘Joker’, but we all have seen worst. ‘Deadpool’ is more graphic than this. It's not the directors duty to teach morals to the viewer. People will never learn to stop pointing fingers at things to blame and actually do something about it! People often understandment how much power their got.Anywhere, sorry about that folks, just had to get that off my chest. Go and check it out.… Expand",7,2,"Oct 21, 2019"
Lemond3vil,Just Look and enjoy this masterpieceQuite disturbing but fantastic acting :),10,2,"Oct 21, 2019"
ANANAKI,Amazing film! One of the best movies of our time I could say its next to Ghostbusters and the Empire strikes back. The movie took me for a rollercoaster ride of emotions I was even crying at one point. A refreshing movie from the non-stopAmazing film! One of the best movies of our time I could say its next to Ghostbusters and the Empire strikes back. The movie took me for a rollercoaster ride of emotions I was even crying at one point. A refreshing movie from the non-stop action that modern comic book movies have become. If you are only interested in special effects and action set peaces this movie is not for you also if you have a weak stomach. I enjoyed my time with this movie and to see that it comes from the director of The Hangover was eye opening as there was no Shot that I did not want to frame. 10/10 iMO… Expand,10,2,"Oct 21, 2019"
Rekoj,"Outstanding Masterpiece! An artistic depiction of a mentally ill mind, with a plead for empathy and humaneness towards those who have to live alone and segregated from the society.",10,2,"Oct 21, 2019"
JoeCool,"Joaquin's Phoenix's performance as Joker is simply superb. Academy Award for best actor material for sure. The movie is very grim with only a touch of humor here and there. It turns darker and darker as the story progresses. It is mostJoaquin's Phoenix's performance as Joker is simply superb. Academy Award for best actor material for sure. The movie is very grim with only a touch of humor here and there. It turns darker and darker as the story progresses. It is most certainly the darkest origin story I've ever seen with more than just a couple of uncomfortable scenes and very hard and shocking critcism on society, so this may not be for everyone. It does however always keep you guessing and thus engaged in the story. Never boring, it is without a doubt one of the best movies of the year, if not the best up until now.… Expand",9,5,"Oct 21, 2019"
LisaN,A masterpiece. A must see. So much to think about. I honestly didn't want it to end. The music was beautiful for such a tragic story. The awkward humour was  very clever.,10,2,"Oct 21, 2019"
Hyujio,"Isso é o Coringa!Um dos melhores filmes já criados, com um desenvolvimento de um personagem antigo de uma maneira nova, cenas impactantes e inesperadas, críticas negativas sem base e completamente parcial.",10,2,"Oct 21, 2019"
RafaelPiccolo,"By far one of the best movies I have seen lately, even people who don't like superhero movies will be pleased with it.",10,2,"Oct 21, 2019"
Maracas,"It’s the best film ever since Godfather ! I don’t understand why the metacritics are rating it so low. Are you maybe jealous that J Phoenix has become the number one star and surpassed Brad Pitt and Tom Cruise? Is it because you’re not makingIt’s the best film ever since Godfather ! I don’t understand why the metacritics are rating it so low. Are you maybe jealous that J Phoenix has become the number one star and surpassed Brad Pitt and Tom Cruise? Is it because you’re not making money out of the film Joker. You the metacritics are a disgrace to the industry and if you like or not it will amass all oscars. So ask yourself why ? Is it because we (millions on this planet) are dumb and you’re smart? It’s obvious, the politics that you in the US create according to who fills your pockets. No wonder your country is going down the drain because of your ignorance ! Metacritics go home !… Expand",10,2,"Oct 21, 2019"
Maximilioen,"This review contains spoilers, click expand to view.
        
Absolutely terrific. The descent of Arthur's state of mind is captured beautifully. Joaquin Phoenix should at least get nominated for an Oscar for his performance. In the end he's your favourite character you love to hate.… Expand",10,2,"Oct 21, 2019"
Sallyrhcp,Performance wise...Amazing. He deserves an award for the weight loss alone.,10,2,"Oct 21, 2019"
Wickstar,"Love it awsome. Boot what media said, not controversial. Not even that crazy. Pretty grounded. Better than a hero movie like Avengers, but not better than Dark Knight.  For grown ups, kids will be bored.",8,2,"Oct 21, 2019"
TainaraCursi,"O melhor filme desse ano, revoluciona o gênero, com grande roteiro, atuações, fotografia e trilha sonoras, esse filme certamente deve ser lembrado no Oscar",10,2,"Oct 21, 2019"
andresyeikha,"This review contains spoilers, click expand to view.
        
the great joaquin phoenix and todd philips. don’t care about metacriticn audience decide… Expand",5,1,"Oct 21, 2019"
Lowannalillian,"This review contains spoilers, click expand to view.
        
This movie is absolute fire!!! Every aspect is brilliant! It’s one of those movies that’s makes you wish you could forget it just to see it for the first time over and over again!… Expand",10,2,"Oct 21, 2019"
pompeyjack1412,"This review contains spoilers, click expand to view.
        
What a film, seriously what a film. It does frustrate me that DC can create masterpieces like this yet can't do this consistency. This was a harrowing descent of a man who gets brought down further and further to the birth of the character. Stand out moments like Murray being shot or the subway scene felt impacting. It felt like it made sense. As for Phoenix, my god that man can act. He managed to convey an entire spectrum of emotions. You can see the tears in his eyes as he laughs, seeing the pain that Arthur feels. Or when he laughs at Murray's body, its as if Phoenix enjoyed the scene. I wish more films like this was so impacting, harrowing and very little flaw in writing. This is how to do an origin story that's worthy of Joker and this hopefully will change DC and the genre to be more accepting of films like these.… Expand",10,2,"Oct 21, 2019"
evnthorizon,Awesome performance from Joaquin and beautiful operator work alongside with atmospheric soundtrack.,10,2,"Oct 21, 2019"
AxeT,"""Taxi Driver"" meets ""Batman"", dark maudlin origin tale of comic book super villain told eerily real to today's issues.  Too bad for some shoddy period flaws (slobs, if you point to 1981 then follow through in every detail)!  Joaquin Phoenix""Taxi Driver"" meets ""Batman"", dark maudlin origin tale of comic book super villain told eerily real to today's issues.  Too bad for some shoddy period flaws (slobs, if you point to 1981 then follow through in every detail)!  Joaquin Phoenix is an over-rated actor, but here is worthy as he was playing Johnny Cash.… Expand",7,3,"Oct 21, 2019"
KorinKandu,Joker is a must see. Phoenix does an excellent job portraying the Joker. The movie is a fresh and gritty take on DC universe. I would see this movie again.,9,3,"Oct 21, 2019"
Miguelbarroso,The Best DC movie. With a good history. Better than Avengers EndGame. Congratulations to DV,9,3,"Oct 21, 2019"
Gdfgvgy,"This review contains spoilers, click expand to view.
        
Good movie critics panicked over nothing the media sucks. I love the plot of the story the moral premises of the movie. That we have hand creating the joker also this movie is not violent how do you know if you haven't watched it like seriously the media.… Expand",10,2,"Oct 21, 2019"
glomman,"Probably one of the best movies I've seen in 2019, or even the past years. Joaquin Phoenix delivers an incredible performance combined with a beautifully written and twisted storyline, which had me breathless once everything started to getProbably one of the best movies I've seen in 2019, or even the past years. Joaquin Phoenix delivers an incredible performance combined with a beautifully written and twisted storyline, which had me breathless once everything started to get wild in the last 20-30 minutes. Go watch it, it's definately worth it.… Expand",9,4,"Oct 21, 2019"
JohnnyB3ar,This is one of the best films to have come out in my lifetime. Its message is powerful and clear. Don't fall for the hype. See this film in the theater,10,2,"Oct 21, 2019"
Dreaser,"if you're expecting a normal action marvel superheroes forget it.this is not that kind of film this film is more of a story of character,it's very slow but at the same time it makes you sitting at the edge of your seat not knowing what willif you're expecting a normal action marvel superheroes forget it.this is not that kind of film this film is more of a story of character,it's very slow but at the same time it makes you sitting at the edge of your seat not knowing what will happen next.overall if you're the kinf of  person that likes dark,psychological,thriller movie i suggest you to watch this movie.… Expand",10,3,"Oct 21, 2019"
chestnutmount,Solid movie.  Nothing is over the top.  Phoenix as usual disappears into his role and nails it.  Looks like the critics that can't get enough Marvel garbage crammed down their throats 4 times a year gave this one a poor review.It's a semiSolid movie.  Nothing is over the top.  Phoenix as usual disappears into his role and nails it.  Looks like the critics that can't get enough Marvel garbage crammed down their throats 4 times a year gave this one a poor review.It's a semi realistic portrayal of an actual villain.  I'll keep coming back for more if they keep the gritty reality alive.… Expand,8,2,"Oct 21, 2019"
Muslumova,"It's one of the most beautiful pictures,that I have ever seen!!!! Critics are not competent!",10,2,"Oct 22, 2019"
shlomo,"Easily one of the best movies I have watched. A MASTERPIECE, if I can describe like this. WATCH IT!",10,2,"Oct 22, 2019"
Jmujoe11,Brilliant film that shines a spotlight on mental illness and the pitfalls people with those illnesses endure in a modern day society. Joaquin Phoenix was simply incredible and captivating in his portrayal of the Joker.,10,2,"Oct 22, 2019"
Adrian99,Unfortunatly the German Press does not write enough about that great movie!,10,2,"Oct 22, 2019"
Dee9,"When scenes of mere dancing gave me chills, a simple smirk on the lift lingers, and depressed laughs deeply broke my heart - come take my money!",9,3,"Oct 22, 2019"
torch124,"The movie is a masterpiece which does not appeal to many people who can't put up with the dark and intensive theme and are disliked by critics for its violence. It's So sad because for me, Joker is undoubtedly my most valuable cinematicThe movie is a masterpiece which does not appeal to many people who can't put up with the dark and intensive theme and are disliked by critics for its violence. It's So sad because for me, Joker is undoubtedly my most valuable cinematic experience which i could never get back.… Expand",10,2,"Oct 22, 2019"
CanadaReview,"Everything about this movie was great. Acting, writing,  directing, score, all awesome.",10,2,"Oct 22, 2019"
Dmitryhohlov,"This is an amazing film, its musical accompaniment, plot and acting game bring you into a state of enjoyment",10,2,"Oct 22, 2019"
LucasMolto,"Awful movie. Just misery porn 4 upper class airheads. Absolutamente torpe, abyecto y carente de sentido del humor.",1,3,"Oct 22, 2019"
Darkalina,"Joaquin Phoenix plays the Joker so well. Honestly, probably the best film I have seen in my entire life. No other movie had so many mixed emotions. You never know when to feel bad for the Joker or when to despise him. You don't know wether toJoaquin Phoenix plays the Joker so well. Honestly, probably the best film I have seen in my entire life. No other movie had so many mixed emotions. You never know when to feel bad for the Joker or when to despise him. You don't know wether to cry or to laugh and what's real and what's hallucinations. So well done. The camera angles and everything is just delightful.… Expand",10,2,"Oct 22, 2019"
SebaX0,"Me encanto la actuación de Joaquín Phoenix, La historia es diferente a los que nos muestran en los cómics pero esta es más realista lo que me gusta aun mas",9,3,"Oct 22, 2019"
Shabbir09,"A confused representation of insanity from a perspective of a sane person, a celebration of madness and chaos.At last, I have watched one of the most anticipated movies of this year.I experienced sadness, creepiness, joy, rage, confusionA confused representation of insanity from a perspective of a sane person, a celebration of madness and chaos.At last, I have watched one of the most anticipated movies of this year.I experienced sadness, creepiness, joy, rage, confusion altogether, and it felt good.The story was above average, sometimes the director seemed confused about what he's trying to say.There were so many beautiful distinct pieces scattered throughout the film that gives you chills but ultimately they failed to form a complete landscape, eventually it became a gorgeously crafted baroque film with a sheer hollow inside.It criticizes our self-centered, pretentious, empathy less society but ironically the movie itself falls under its own sword.Welcome, Tod Phillips to the big boy's club! His direction was crafty and pretty awesome though lack a little bit of originality. His trick with Arthur's illusion seemed a bit risky given its context. We will never know for sure if Arthur did go Murray's show or not!The cinematography was superb, there were plenty of scenes that'll enter your mind and stay there for a while.Joaquin Phoenix did his best, tried hard to embody the magnanimous character of Joker, he did pretty well, but sometimes it felt he was just trying too hard. Despite it's unfair to compare him with great heath ledger I must say he was able to pull it off impressively and takes this Joker to a distinct level. It was a one-man show and he's gonna get nominated for the academy award for sure.One of the most entertaining and satisfying aspects of this film is its music composition, damn! It was too good, and you'll get to see some insane dance move as a bonus.The main problem with this film is the lack of originality and a precise plot, sometimes it felt like the movie itself was confused and wandering aimlessly! That's why it failed to become a complete cinematic art rather than a montage of eye pleasing scenes, and nothing more.Overall, despite its shortcomings, this movie is definitely one of the most exciting movie of this year.My Rating:7.5/10… Expand",7,3,"Oct 22, 2019"
wurdmann,"Great movie.  Brilliant acting by Phoenix.  Infinitely watchable.  Most of the negative reviews are coming out of a misguided notion of what the movie is actually trying to accomplish.  If it makes you uncomfortable, that's the point.",10,2,"Oct 22, 2019"
soiferj,"as someone who has seen and dealt with mental illness from a healthcare workers perspective, this was an excellent performance by Joaquin Phoenix. was enthralled throughout. my new favorite movie . would gladly pay theater prices to see it again.",10,3,"Oct 22, 2019"
MrL90,"Amazing Movie. Color tone 10/10, music 10/10 and can't rate Phoenix, he was just EPIC! Watched it second time.",10,3,"Oct 22, 2019"
TheGrandNini,"Un chef d’œuvre qui je l'espère inspirera des films d'un style nouveau chez DC ou Marvel, plus mature, plus sombre, plus jubilatoire.",10,3,"Oct 22, 2019"
oosher,a movie that builds the joker and gothem city in a beautiful way like non outer before even tho you know hes going to be the joker at the start of the film you will think that theres no way that hes the joker but at the end of it you will nota movie that builds the joker and gothem city in a beautiful way like non outer before even tho you know hes going to be the joker at the start of the film you will think that theres no way that hes the joker but at the end of it you will not be able to see anyone else as the joker but him… Expand,10,2,"Oct 22, 2019"
guskill,"I love this movie, it shows everything that Arthur goes through when he becomes the joker, masterpiece!",10,0,"Oct 22, 2021"
Kay127,"Phenomenal movie. Best movie of the year, so much foreshadowing and attention to detail. A true work of art portrayed from a fantastic perspective. No saturated political agenda, both equally portrays chaos from both sides of rich and poor.Phenomenal movie. Best movie of the year, so much foreshadowing and attention to detail. A true work of art portrayed from a fantastic perspective. No saturated political agenda, both equally portrays chaos from both sides of rich and poor. Although if you get triggered easily by sad or sensitive topics it can be heavy to watch.… Expand",10,2,"Oct 23, 2019"
Barney2020,Fun movie good story with interesting back story for the joker no idea what the critics are smoking with the bad reviews,9,0,"Oct 23, 2019"
kacity,"This is a fantastic movie. It's worth noting maybe not for everyone, as drawing empathy towards a killer is not going to be to everyone's taste, but it's so refreshing and interesting in the middle of mainstream movies that I can only give it a 10.",10,2,"Oct 23, 2019"
paralyzed21,"It's a shame how political views are controlling random things such as movie reviews.  Critics know this movie is amazing, yet they review it poorly due to an agenda.  Luckily, user reviews reveal the truth about this one.  An absolutelyIt's a shame how political views are controlling random things such as movie reviews.  Critics know this movie is amazing, yet they review it poorly due to an agenda.  Luckily, user reviews reveal the truth about this one.  An absolutely fantastic film.  Joaquin Phoenix does an incredible job.  His performance is one of the best I have seen in years.  This movie, and particularly Joaquin, deserve many awards.… Expand",10,2,"Oct 23, 2019"
ron89_11_101,"In a classic Batman movie (in 2000s), you see Gotham from the point of view of the honorable elites. You feel Bruse Wayne's pain and love for the city. You sense the necessity of sacrifice of such social elites to save the city. Joker, on theIn a classic Batman movie (in 2000s), you see Gotham from the point of view of the honorable elites. You feel Bruse Wayne's pain and love for the city. You sense the necessity of sacrifice of such social elites to save the city. Joker, on the other hand, tells the story from an entirely different angle. You get to see Gotham from the point of view of a commoner, who struggles at his day to day life, just like all the other commoners, struck by recession, having little to rely on, cheating and hurting others on daily basis just to get by. You get to see the City from the eyes of people who are routinely looked down upon by the Elite, either as trash, or as someone to be ""changed"" or ""saved"".One suggestion for the viewer who is going to watch this movie:Although from the surface level, the Gotham and the people portrayed in this movie might feels different from the impression you got from Batman movies. Remember that you are looking at the world from the perspective of the Joker. Watch with your existing understandings on those familiar characters in mind. Try and understand the contradictions that you see. Enjoy the movie with this mind set, you will end up with a much deeper appreciation over this piece of art.Joker is, with no doubt, a dark movie, as what a movie named as Joker should be. Yet with the dark story, it intrigues deep contemplation. Moreover, the social problem this movie portrays actually reflects the ever growing conflicts and dissonance in multiple parts of our contemporary world on many interesting levels. In my humble opinion, this movie is the definition of MASTERPIECE.… Expand",10,0,"Oct 23, 2019"
M5gamer,Best villain ever,10,2,"Oct 23, 2019"
LuisTheImpale,"This review contains spoilers, click expand to view.
        
My only concern about the movie was the scene of Thomas Wayne going with his family to the theater on that specific day knowing that there's was going to be a possible riot in the afternoon. The scene going trough the alley was perfect at first, but knowing what was going to happen was pointless. The scene could have been better if a police's officer told him to go trough the alley so nothing happens to the Wayne's family. But then a thug kill the police officer making Thomas Wayne's getting shot an Martha too. Other than that i loved the hole movie.… Expand",10,2,"Oct 23, 2019"
TheTraumaticD,"Amazing movie, not too much action and isnt filled with crazy set pieces but that would probably be why i love it so much. The writing and characters are amazing and i think that Joaquin Phoenix's laugh is IMO the best joker laugh to date.",10,2,"Oct 23, 2019"
